Home,Away,Year
FC Dallas,Chicago Fire FC,2010
Colorado Rapids,DC United,2010
Chivas USA,LA Galaxy,2010
Philadelphia Union,LA Galaxy,2010
Chicago Fire FC,Columbus Crew SC,2010
New York Red Bulls,Real Salt Lake,2010
FC Dallas,Colorado Rapids,2010
DC United,San Jose Earthquakes,2010
Sporting Kansas City,Seattle Sounders FC,2010
Chivas USA,Toronto FC,2010
Houston Dynamo,New England Revolution,2010
Chicago Fire FC,Sporting Kansas City,2010
Seattle Sounders FC,Chivas USA,2010
Chicago Fire FC,DC United,2010
Toronto FC,Columbus Crew SC,2010
Philadelphia Union,New York Red Bulls,2010
New England Revolution,Sporting Kansas City,2010
Real Salt Lake,FC Dallas,2010
San Jose Earthquakes,Houston Dynamo,2010
LA Galaxy,Colorado Rapids,2010
San Jose Earthquakes,Chivas USA,2010
New York Red Bulls,New England Revolution,2010
Houston Dynamo,Seattle Sounders FC,2010
DC United,Toronto FC,2010
Sporting Kansas City,San Jose Earthquakes,2010
Colorado Rapids,Real Salt Lake,2010
Chivas USA,Chicago Fire FC,2010
Columbus Crew SC,Philadelphia Union,2010
LA Galaxy,FC Dallas,2010
